1747582339584	geckodriver	INFO	Listening on 127.0.0.1:4444
1747582340117	mozrunner::runner	INFO	Running command: MOZ_CRASHREPORTER="1" MOZ_CRASHREPORTER_NO_REPORT="1" MOZ_CRASHREPORTER_SHUTDOWN="1" "/Users/strangebrick/.c ... "--marionette" "-foreground" "-no-remote" "-profile" "/var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE"
1747582340125	geckodriver::marionette	DEBUG	Waiting 60s to connect to browser on 127.0.0.1
1747582340125	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582340125	geckodriver::marionette	TRACE	Retrying in 100ms
1747582340227	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582340227	geckodriver::marionette	TRACE	Retrying in 100ms
1747582340330	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582340330	geckodriver::marionette	TRACE	Retrying in 100ms
1747582340434	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582340434	geckodriver::marionette	TRACE	Retrying in 100ms
1747582340542	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582340542	geckodriver::marionette	TRACE	Retrying in 100ms
1747582340934	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582340939	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341044	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341044	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341147	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341147	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341250	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341250	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341358	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341358	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341463	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341463	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341564	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341565	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341670	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341670	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341776	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341776	geckodriver::marionette	TRACE	Retrying in 100ms
1747582341904	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582341905	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342008	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342009	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342110	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342110	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342216	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342216	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342320	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342320	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342424	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342425	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342535	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342536	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342638	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342638	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342743	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342743	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342848	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342848	geckodriver::marionette	TRACE	Retrying in 100ms
1747582342956	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582342957	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343061	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343061	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343168	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343168	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343272	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343273	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343376	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343376	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343493	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343497	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343604	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343604	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343704	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343705	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343836	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343836	geckodriver::marionette	TRACE	Retrying in 100ms
1747582343941	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582343942	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344092	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344092	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344194	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344194	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344297	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344297	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344420	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344421	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344544	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344544	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344659	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344677	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344789	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344790	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344893	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344893	geckodriver::marionette	TRACE	Retrying in 100ms
1747582344994	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582344994	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345099	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345100	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345202	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345202	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345303	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345303	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345408	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345409	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345511	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345511	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345617	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345617	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345732	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345733	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345837	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345837	geckodriver::marionette	TRACE	Retrying in 100ms
1747582345963	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582345963	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346095	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346097	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346200	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346200	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346301	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346301	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346417	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346417	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346525	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346525	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346643	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346644	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346745	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346746	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346851	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346851	geckodriver::marionette	TRACE	Retrying in 100ms
1747582346955	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582346955	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347066	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347068	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347193	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347193	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347300	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347303	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347409	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347410	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347514	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347514	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347617	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347617	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347729	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347729	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347830	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347830	geckodriver::marionette	TRACE	Retrying in 100ms
1747582347933	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582347933	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348069	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348071	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348176	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348176	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348280	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348280	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348381	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348382	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348485	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348486	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348591	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348592	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348747	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348747	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348850	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348851	geckodriver::marionette	TRACE	Retrying in 100ms
1747582348955	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582348957	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349086	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349089	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349194	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349194	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349323	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349324	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349425	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349425	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349528	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
1747582349529	geckodriver::marionette	TRACE	Retrying in 100ms
1747582349635	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofilevDiPvE/MarionetteActivePort
