1747572508171	geckodriver	INFO	Listening on 127.0.0.1:4444
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/element/{elementId}/rect
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/element/{elementId}/enabled
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/execute/sync
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/execute/async
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/cookie
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/cookie/{name}
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/cookie
1747572508183	webdriver::server	TRACE	Build standard route for /session/{sessionId}/cookie
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/cookie/{name}
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/timeouts
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/timeouts
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/element/{elementId}/click
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/element/{elementId}/clear
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/element/{elementId}/value
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/alert/dismiss
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/alert/accept
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/alert/text
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/alert/text
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/screenshot
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/element/{elementId}/screenshot
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/actions
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/actions
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/permissions
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/print
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/webauthn/authenticator
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/webauthn/authenticator/{authenticatorId}
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/webauthn/authenticator/{authenticatorId}/credential
1747572508184	webdriver::server	TRACE	Build standard route for /session/{sessionId}/webauthn/authenticator/{authenticatorId}/credentials
1747572508185	webdriver::server	TRACE	Build standard route for /session/{sessionId}/webauthn/authenticator/{authenticatorId}/credentials/{credentialId}
1747572508185	webdriver::server	TRACE	Build standard route for /session/{sessionId}/webauthn/authenticator/{authenticatorId}/credentials
1747572508185	webdriver::server	TRACE	Build standard route for /session/{sessionId}/webauthn/authenticator/{authenticatorId}/uv
1747572508185	webdriver::server	TRACE	Build vendor route for /session/{sessionId}/moz/context
1747572508185	webdriver::server	TRACE	Build vendor route for /session/{sessionId}/moz/context
1747572508185	webdriver::server	TRACE	Build vendor route for /session/{sessionId}/moz/addon/install
1747572508185	webdriver::server	TRACE	Build vendor route for /session/{sessionId}/moz/addon/uninstall
1747572508185	webdriver::server	TRACE	Build vendor route for /session/{sessionId}/moz/screenshot/full
1747572508444	webdriver::server	DEBUG	-> GET /status 
1747572508451	webdriver::server	DEBUG	<- 200 OK {"value":{"message":"","ready":true}}
1747572508696	webdriver::server	DEBUG	-> POST /session {"capabilities":{"firstMatch":[{}],"alwaysMatch":{"browserName":"firefox","moz:firefoxOptions":{"prefs":{"re ... ive-protocols":3},"binary":"/Users/strangebrick/.cache/selenium/firefox/mac64/138.0.4/Firefox.app/Contents/MacOS/firefox"}}}}
1747572508707	geckodriver::capabilities	DEBUG	Trying to read firefox version from ini files
1747572508791	geckodriver::capabilities	DEBUG	Found version 138.0.4
1747572508921	mozrunner::runner	INFO	Running command: MOZ_CRASHREPORTER="1" MOZ_CRASHREPORTER_NO_REPORT="1" MOZ_CRASHREPORTER_SHUTDOWN="1" "/Users/strangebrick/.c ... "--marionette" "-foreground" "-no-remote" "-profile" "/var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In"
1747572508927	geckodriver::marionette	DEBUG	Waiting 60s to connect to browser on 127.0.0.1
1747572508928	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572508928	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509033	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509033	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509141	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509142	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509279	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509279	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509388	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509388	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509520	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509520	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509621	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509621	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509722	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509722	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509829	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509829	geckodriver::marionette	TRACE	Retrying in 100ms
1747572509937	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572509938	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510055	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510056	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510163	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510164	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510272	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510272	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510381	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510382	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510616	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510616	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510728	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510728	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510829	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510829	geckodriver::marionette	TRACE	Retrying in 100ms
1747572510930	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572510930	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511031	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511032	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511133	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511133	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511240	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511241	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511342	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511342	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511452	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511452	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511557	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511558	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511659	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511659	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511768	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511779	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511880	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511880	geckodriver::marionette	TRACE	Retrying in 100ms
1747572511981	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572511981	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512085	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512085	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512187	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512187	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512293	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512293	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512394	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512394	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512496	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512496	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512611	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512611	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512719	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512720	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512864	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512864	geckodriver::marionette	TRACE	Retrying in 100ms
1747572512968	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572512969	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513085	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513086	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513196	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513196	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513306	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513306	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513416	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513417	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513541	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513542	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513662	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513663	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513781	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513782	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513883	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513883	geckodriver::marionette	TRACE	Retrying in 100ms
1747572513988	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572513989	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514096	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514096	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514197	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514197	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514356	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514357	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514460	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514462	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514575	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514576	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514719	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514720	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514821	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514821	geckodriver::marionette	TRACE	Retrying in 100ms
1747572514959	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572514959	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515066	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515067	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515175	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515175	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515283	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515284	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515401	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515401	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515508	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515509	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515613	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515613	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515725	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515725	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515828	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515829	geckodriver::marionette	TRACE	Retrying in 100ms
1747572515943	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572515943	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516062	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516062	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516168	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516168	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516298	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516298	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516409	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516410	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516513	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516513	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516622	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516623	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516730	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516731	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516837	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516837	geckodriver::marionette	TRACE	Retrying in 100ms
1747572516939	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572516939	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517043	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517043	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517157	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517158	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517282	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517283	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517418	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517419	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517523	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517523	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517709	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517710	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517811	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517811	geckodriver::marionette	TRACE	Retrying in 100ms
1747572517915	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572517916	geckodriver::marionette	TRACE	Retrying in 100ms
1747572518020	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572518020	geckodriver::marionette	TRACE	Retrying in 100ms
1747572518123	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572518124	geckodriver::marionette	TRACE	Retrying in 100ms
1747572518225	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572518225	geckodriver::marionette	TRACE	Retrying in 100ms
1747572518328	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572518328	geckodriver::marionette	TRACE	Retrying in 100ms
1747572518431	geckodriver::browser	TRACE	Failed to open /var/folders/m0/2grp25fj0sxf1t4lx5c2n1rc0000gn/T/rust_mozprofiledPA2In/MarionetteActivePort
1747572518432	geckodriver::marionette	TRACE	Retrying in 100ms
